user_id,item_id,behavior_type,user_geohash,item_category,time
37266215,178575551,1,,10901,2014-11-20 15
37394387,315079585,1,,8524,2014-11-24 20
3739693,97333008,1,94j79lb,10740,2014-12-07 20
37534184,293517202,1,9rgquvi,6000,2014-12-03 21
37565729,341949833,1,99ctkob,10894,2014-12-07 10
37565729,142256005,1,99am9ft,5017,2014-12-13 14
37570892,53849867,1,97sata1,10314,2014-12-01 22
37695800,190986665,1,,7957,2014-11-23 22
37695800,220742812,1,,10661,2014-12-11 10
3777256,200136720,1,,7995,2014-11-30 15
3779593,82017041,1,9rmpwk4,3528,2014-12-03 07
37811933,101474392,1,,3662,2014-12-05 23
37907786,184461431,1,,11039,2014-12-03 12
37945748,365070787,1,943a5nd,5533,2014-12-09 19
3796636,67186887,1,95jfjfm,675,2014-12-09 15
38081264,106178259,4,,6648,2014-12-12 18
38195252,316479403,1,,11552,2014-12-15 21
38195252,335866587,1,,3673,2014-12-15 21
38195252,200723553,1,,7440,2014-11-28 16
38328233,237635803,4,,4370,2014-11-22 06
38363849,5111111,1,,4747,2014-12-17 23
38630573,155979766,1,955njei,2513,2014-12-16 19
38650799,338680249,1,,8583,2014-12-04 18
38654789,330334013,1,9rgp4ce,7957,2014-12-08 11
38660360,139962000,1,99c1erw,3381,2014-11-21 13
38660360,242224329,1,99c1e6s,3798,2014-12-10 22
38660360,252912569,1,,9516,2014-12-04 04
38660360,154487831,1,99c1erg,10344,2014-12-04 20
38684975,336543167,1,95qunen,13230,2014-12-12 13
38714774,130149479,1,,5388,2014-12-11 16
38789297,90534301,1,,8860,2014-12-03 14
38898050,98985797,1,,5027,2014-12-04 07
38937269,384336099,1,,11279,2014-11-19 15
38940893,96522577,1,,6648,2014-12-12 21
38940893,277282391,1,,3424,2014-12-01 21
38940893,201693634,3,,13230,2014-11-28 22
38956649,23151106,1,,10392,2014-11-22 09
39073583,237248500,1,956mlv4,9938,2014-12-13 17
39086441,374529105,1,95rijkg,12744,2014-12-13 23
39128804,375558314,1,,12441,2014-12-03 15
39128804,313849811,1,,8771,2014-12-02 19
39175121,324603565,1,,13338,2014-11-28 20
39175121,181986827,1,,2939,2014-12-02 23
39221954,50398925,1,9qsqgqq,2953,2014-12-16 14
3930790,344884925,1,,5388,2014-11-24 22
3930790,344884925,1,,5388,2014-11-24 22
3934780,101212850,2,,4677,2014-12-04 06
39416999,238155347,1,,3368,2014-11-22 09
39464921,161271295,1,,5027,2014-12-09 23
39464921,287833401,1,,5908,2014-12-13 08
396369,82831415,1,,1144,2014-12-13 02
39654332,383360365,1,,14079,2014-11-24 21
39707900,213168328,1,,1863,2014-12-15 10
39731798,137970791,1,,11623,2014-12-15 12
39731798,226889817,1,,10049,2014-12-02 16
39746309,323888124,1,,5894,2014-11-18 23
39759851,280065887,1,,13154,2014-11-19 10
39778433,335976712,1,,8099,2014-12-08 12
39802703,243136637,1,,12090,2014-12-03 23
39924752,242598341,1,954fse7,5027,2014-11-27 23
39924752,4345478,1,954fse3,11721,2014-12-14 15
39969887,98130140,1,9p0nqs9,1863,2014-12-11 17
39969887,96621613,1,,5653,2014-12-14 17
39972029,90250324,1,,9835,2014-11-27 23
39995285,170866423,1,9rgtkuo,3099,2014-12-18 11
40026613,6569659,1,,5894,2014-12-14 00
40026613,81499648,1,9q3pms0,3628,2014-12-01 16
40026613,340652048,1,9q3pms9,14079,2014-12-16 11
40226536,369873921,1,,10894,2014-11-22 05
40359904,369726300,2,,4269,2014-12-12 12
40361638,77348591,1,94dpiwu,3628,2014-12-16 18
40372444,329941289,1,,11824,2014-11-25 04
40372444,243443419,1,95qoatb,5127,2014-11-29 18
40372444,184207964,1,95qoemd,2513,2014-12-12 13
40372444,127582075,1,95qogpw,1863,2014-12-18 16
40372444,23215656,1,,2513,2014-12-14 04
40372444,149359807,1,,11824,2014-11-25 04
40372444,328975585,1,,11824,2014-11-25 04
40372444,42586606,1,,9247,2014-12-13 00
40372444,93633017,1,,6513,2014-12-09 01
40372444,297028628,1,95qogp9,1863,2014-12-16 15
40372444,1513206,1,,1083,2014-11-30 00
40372444,69175815,1,95qogp5,6513,2014-12-05 15
40372444,44461830,1,95qoaul,12141,2014-11-27 23
40471237,355963713,1,95uc7rc,14033,2014-12-08 18
40517875,374370611,3,,5623,2014-11-29 08
40545724,107338648,1,,5689,2014-11-20 02
40545724,161677901,1,,1797,2014-11-29 12
40553785,201198393,1,,3339,2014-11-18 19
40583971,10237913,1,,3942,2014-11-23 23
40777771,114027827,1,9504a2h,6226,2014-11-19 08
40796353,11992720,3,,10894,2014-12-05 21
40914937,27816610,1,,5027,2014-11-22 07
40923691,255568088,1,9rnf5gr,3673,2014-12-05 13
40980235,28706697,1,,4561,2014-12-09 23
41011798,56884380,1,,1843,2014-11-27 19
41016082,103162609,1,,13370,2014-11-24 21
41016082,388578878,1,,8874,2014-11-21 00
41059678,138638751,1,,8010,2014-12-07 18
41083936,252409479,1,97l5m24,3368,2014-12-16 23
4132007,354592283,1,955e3ik,10236,2014-11-26 21
4132007,246403683,1,955e3j6,12761,2014-12-15 20
41396203,108106308,1,,5867,2014-12-16 16
41396203,337331846,1,,4721,2014-12-02 13
41779519,382621458,1,,2513,2014-12-11 06
41838697,216243174,1,,3472,2014-11-26 22
41960104,162431867,1,,4370,2014-11-21 03
41993473,305321382,1,,9614,2014-12-09 15
42100420,199109522,1,955m7op,13230,2014-11-24 13
42231889,260454917,1,,4370,2014-12-14 00
42242296,97807929,1,,5399,2014-12-07 00
42345877,190179717,1,,5894,2014-11-19 17
42345877,158029518,3,,9412,2014-11-22 20
42574342,183334120,1,99curao,4245,2014-11-22 22
42575986,141663003,1,,5446,2014-11-29 12
42616192,270466524,1,,7929,2014-11-29 13
42627910,321334497,1,96kngf3,4179,2014-12-11 11
42711793,60664523,1,,11520,2014-12-17 19
42768541,26684489,1,,12823,2014-12-03 21
42778654,338857417,1,,5867,2014-12-11 06
42849997,266653517,1,,436,2014-11-27 19
42861007,90190866,1,95ll5b9,9397,2014-12-14 22
42894775,18309667,1,,1838,2014-11-30 21
42928165,25861072,1,95q66hm,5232,2014-11-27 15
43112566,332853326,1,,5689,2014-11-18 13
43140814,354215817,1,9q3pi20,12919,2014-11-21 22
43231033,210698533,1,,9053,2014-11-25 23
43231033,278816009,1,,9517,2014-11-27 09
43255249,343874190,1,,10894,2014-11-25 13
43255249,55221300,1,957qoe0,9835,2014-12-18 13
43255249,114721488,1,,5503,2014-12-06 18
4328543,208072614,1,94kqci4,10523,2014-12-04 18
43364401,269300715,1,,10894,2014-12-16 20
43440223,168911509,1,,3687,2014-12-01 01
43466377,253444251,1,,6529,2014-12-09 11
4350350,193982875,1,,6249,2014-11-26 20
43623023,315488994,1,95wqfer,11159,2014-12-11 19
43642802,402492799,1,,7195,2014-12-04 23
43648730,273580156,1,,3111,2014-11-26 23
43696691,247223055,1,,9516,2014-12-02 06
43703633,230545682,1,,2261,2014-12-04 19
43703633,54610727,1,mtoaq0n,12368,2014-12-14 11
43938179,186144464,1,9rgpt44,5263,2014-11-19 13
44009603,300262353,1,,3378,2014-12-11 00
44009603,376454429,1,,1863,2014-12-14 19
44127662,53519783,1,,3431,2014-11-23 09
44194718,127951701,1,,12490,2014-11-26 21
44287673,70080063,1,,3381,2014-12-11 12
44302676,3240546,1,,1083,2014-11-29 16
44359823,131203363,1,,874,2014-12-13 02
4438940,346575619,1,,5749,2014-11-27 15
44420849,34544188,1,,9605,2014-12-06 07
44494127,1454372,1,,9516,2014-11-18 12
44515058,5275855,1,,9261,2014-12-05 23
44710145,227412660,1,,10242,2014-12-03 00
44710943,284414706,1,,12345,2014-11-25 19
44766884,290647665,1,9rnwai6,6054,2014-11-18 14
45123368,341197716,1,942i25l,9517,2014-12-06 19
45193853,108410933,1,94n00ue,6121,2014-11-21 17
45429617,399934614,1,,13230,2014-12-09 20
45542840,256352329,2,,6513,2014-11-27 00
45552953,360072156,1,,1083,2014-11-30 02
4564376,207853321,1,,1646,2014-11-29 21
45733496,390770225,1,96kna9j,12658,2014-12-06 14
45771857,368233625,1,,5027,2014-11-30 06
46074530,95352225,1,,1838,2014-12-16 23
46079366,351103785,1,,8877,2014-12-15 11
46143536,40617915,1,ffgvkka,7980,2014-11-19 22
46265585,229383693,1,,6255,2014-12-04 15
46312028,58887335,1,,6513,2014-11-28 23
46312028,14768211,1,9t46w52,3670,2014-11-23 16
46384850,33112036,1,,9517,2014-11-25 13
46403045,233785848,1,,13334,2014-12-04 22
46447733,188128960,1,,8877,2014-11-26 00
46466714,8631756,1,,1564,2014-11-27 09
46476827,111307626,1,,5399,2014-11-19 10
46554986,383135438,1,,8095,2014-12-05 01
46554986,17159231,1,,1838,2014-12-01 09
46762133,380429113,1,tmuej93,5399,2014-11-27 14
46770707,90199408,1,,10533,2014-11-25 10
46770707,325849247,1,,508,2014-12-16 13
46832630,27771133,1,9rawq0g,10049,2014-12-08 09
46873775,204806750,1,9tkm4kj,4722,2014-12-14 13
46971722,385819563,1,,12514,2014-12-03 14
47131466,305951316,1,,552,2014-11-26 04
47131466,384457268,1,,11279,2014-12-04 06
4713440,266235771,1,,13230,2014-12-03 20
47234648,188436026,1,95gk7wr,983,2014-11-20 11
47355851,8415649,1,,5399,2014-12-10 22
47380556,26375321,1,99wi6ao,1863,2014-12-17 22
47380556,171156852,1,99wi6an,1863,2014-12-14 20
47429141,152932427,1,,12863,2014-11-19 21
47522405,366801770,1,,10392,2014-11-22 11
47588459,344226914,1,,5894,2014-11-27 15
47627924,164292065,1,,8796,2014-12-02 13
47679077,134668563,1,,8901,2014-12-08 02
47679077,229254074,1,,5271,2014-11-24 20
48029748,156492583,1,99ctlwp,9516,2014-12-07 07
48251079,115629391,1,,5027,2014-12-13 11
4828274,89015553,1,9qv9a3l,733,2014-12-09 22
4828274,19117315,1,,3431,2014-11-29 12
48342096,398599844,1,,4264,2014-12-12 07
48367917,269203874,1,,5399,2014-12-15 07
48367917,300550249,1,,6648,2014-11-26 20
48412194,107756920,1,,889,2014-12-03 00
48518121,208860231,1,,2513,2014-11-24 13
48610578,174627624,1,,12488,2014-11-22 19
48625773,80204098,1,,200,2014-11-28 22
48674940,391552003,1,,437,2014-11-24 08
48697911,397520012,1,94h6f4g,107,2014-12-08 18
48957021,232214924,3,,1863,2014-12-07 13
49006320,397809288,1,,1863,2014-11-29 21
49006320,153241079,1,,13186,2014-11-28 23
49018770,389759893,3,,12047,2014-11-22 02
49060518,367074098,1,,5395,2014-12-07 19
49099929,137069536,1,,3368,2014-12-13 00
49099929,275484483,1,95q2bet,6304,2014-12-12 20
4911026,324667864,1,,11279,2014-12-11 14
49239726,347877350,1,,3942,2014-12-07 18
49267461,295355642,1,,12488,2014-12-02 21
49267461,237328656,1,,11406,2014-12-01 02
49267461,169210103,1,9tjjvuo,8099,2014-11-20 14
49279626,35295718,1,,5271,2014-12-08 22
49279626,260745807,1,97ntiec,11279,2014-12-06 17
49470324,98440036,1,,5232,2014-12-11 18
49537083,53042577,1,,5503,2014-12-12 00
49650021,302747150,1,,12158,2014-11-24 15
49754448,194281825,1,,2825,2014-11-20 00
49881774,315525249,1,,6513,2014-11-29 22
49887417,54170945,1,,10894,2014-11-29 01
49897929,262177361,1,,6513,2014-11-18 14
49953924,29619165,1,,4676,2014-12-14 20
49961586,240434443,1,94cp7g1,1968,2014-12-04 22
50005453,185948771,1,9rgpqhs,6993,2014-11-25 16
50005453,301136487,3,,6717,2014-11-29 01
50062681,270083216,1,,10661,2014-12-11 22
50062681,324273162,1,,2825,2014-11-24 21
50070856,133622048,1,,5232,2014-12-01 17
50115850,37879821,1,,8877,2014-12-04 00
5023880,346328503,1,,10894,2014-11-25 19
50240041,215186027,1,,5395,2014-12-04 02
50325088,284072058,1,,11279,2014-12-14 06
50325088,182408959,1,,13230,2014-11-18 09
50329876,151235235,1,fgcbdah,9970,2014-11-19 17
50381470,259265720,1,,3123,2014-12-13 22
5044514,374126242,1,,11824,2014-11-23 11
50688964,353821226,1,955hjn7,6697,2014-12-09 18
50748151,24388797,1,,7354,2014-11-23 09
50783368,218127582,1,947qsw9,7929,2014-12-01 14
50783368,274813943,1,,4370,2014-11-26 21
50784460,372834611,1,,5399,2014-11-26 23
50805790,33629722,1,,1303,2014-12-14 19
50844598,16877602,1,,9516,2014-12-14 09
50845804,307175564,1,996jtic,9516,2014-12-11 18
50913052,238183402,1,,675,2014-11-25 21
51020539,9604161,1,,3783,2014-11-25 22
5103407,348757256,1,,5894,2014-11-30 20
5111468,147989252,1,,874,2014-12-02 22
51168304,82180037,1,,3760,2014-12-07 13
51182488,303462825,2,9p0hetj,4116,2014-12-02 11
51294139,208137760,1,,436,2014-12-03 22
51305755,382053789,2,,1863,2014-11-24 18
51333205,379169428,1,,5027,2014-12-17 00
51351379,118083530,1,,3254,2014-11-24 19
51484747,371568048,1,9rmjfoo,10703,2014-11-29 11
51746513,78695690,1,,5027,2014-11-21 20
51845990,61166718,1,,13230,2014-12-15 23
52006940,225708918,1,9574ro3,9444,2014-12-12 21
5208128,51237455,1,,3472,2014-11-28 15
5208128,275003857,1,,13230,2014-12-03 00
52106978,246776420,1,,2679,2014-12-10 20
52110212,14419313,1,,10984,2014-11-30 11
52145633,232831344,1,,1408,2014-12-16 17
52321340,291375260,1,,5395,2014-12-13 22
52321340,75350510,1,,13230,2014-11-22 00
52396661,180511890,1,,5399,2014-12-05 16
52407080,79543600,1,946j42v,9833,2014-12-01 21
52464023,102913261,1,,7195,2014-11-25 17
52464023,252029227,2,9ropuno,12141,2014-12-12 18
52464023,48839524,4,,3252,2014-12-12 00
52542581,292007282,1,99vs5ft,10275,2014-12-08 18
52549469,344461021,1,99cj2vd,11894,2014-12-17 20
52554347,188516369,1,95qqcb9,10072,2014-11-22 19
52567490,221210252,1,,1249,2014-12-08 22
52671560,131564609,1,,3628,2014-12-05 15
52800551,328121817,1,,7645,2014-11-25 20
53006636,212172816,1,,8956,2014-12-09 22
530238,18395308,1,943fwmo,903,2014-12-16 23
530238,56002374,1,943fh9j,6648,2014-12-13 14
530238,35841569,1,,1863,2014-12-11 15
53073578,326981983,1,,5399,2014-11-19 02
53086835,327572107,1,,5027,2014-12-12 19
53086835,3672205,1,,5727,2014-12-14 13
53165003,269319354,1,9r5f4nb,10250,2014-12-18 19
53243162,287849055,1,,14061,2014-12-09 07
53283860,62204951,1,9rdmrwa,7299,2014-12-13 16
53283860,38637123,1,,13698,2014-12-02 18
53352866,166456140,1,9410ain,5430,2014-11-23 17
53355611,186987236,1,95133gs,552,2014-11-21 08
53395910,23719602,1,,444,2014-11-21 18
53457986,181901707,1,,11824,2014-11-21 22
53469200,150461758,1,95uph7r,3798,2014-12-08 19
5360957,136770339,1,,4296,2014-12-15 10
53660849,292305229,1,97p12td,1843,2014-12-02 22
53717495,219693630,1,942hmpq,8771,2014-11-22 15
53717495,366463354,1,,205,2014-12-13 19
53717495,275681666,1,9427fo2,3783,2014-11-30 13
53864210,86536808,1,,11740,2014-11-25 21
53878712,277538623,1,,13230,2014-11-21 19
53879957,234941512,1,,3673,2014-11-18 05
53892497,270810117,1,,9179,2014-12-17 22
53893190,171678135,1,,8877,2014-12-04 15
54007823,251203719,1,,1129,2014-12-08 22
54019475,262794076,1,,5395,2014-12-02 22
54125084,99959309,1,,4370,2014-11-25 19
5417717,196640665,1,993blku,4898,2014-11-30 23
5417717,80103835,1,,1518,2014-11-27 01
5421788,218372968,1,,12856,2014-12-17 11
54219797,36276327,1,9502mt9,5271,2014-12-10 20
54219797,257446300,1,,7021,2014-12-04 19
54239471,348054882,1,,5232,2014-11-30 14
54245195,79599440,1,ffgvajn,9516,2014-12-11 22
54250472,322754436,1,96k7ih5,12855,2014-12-17 18
54332336,312740755,1,99dm6eb,3940,2014-12-16 19
54343142,112131243,1,,10049,2014-12-04 09
54343940,16529497,1,,7549,2014-11-28 23
54400781,66522949,1,99nfcp0,6513,2014-12-04 15
54400781,66383724,1,,4370,2014-11-19 00
54531812,132862755,1,9rdo1kt,9261,2014-11-27 10
54600419,274730536,1,,10708,2014-11-30 21
54703886,323950689,1,,10901,2014-11-30 23
54766757,187477811,1,,1863,2014-12-17 20
54766757,89333643,1,,13500,2014-12-15 19
5487404,47828232,1,,3381,2014-12-10 06
5491874,379914215,1,946ivi5,5395,2014-11-19 08
54937187,255885383,1,,10984,2014-11-30 09
54948506,102702082,1,,6000,2014-12-09 21
54969425,325142058,1,,9559,2014-11-29 23
54994529,307593827,1,94hquij,2825,2014-12-18 18
55147304,232331538,1,,9847,2014-12-01 22
55153826,379701745,1,,4269,2014-12-16 16
55257701,286638586,1,,3381,2014-11-28 09
5532080,235852909,1,97p66m4,10686,2014-12-17 13
55389863,258108010,1,,6327,2014-11-21 15
55389863,313700436,1,9qvpppa,5894,2014-12-06 21
55523732,174273209,1,,6513,2014-12-03 23
55523732,337252537,1,,5232,2014-12-17 23
55528967,13390172,1,,9790,2014-12-11 03
55626116,118400385,1,9569m0a,5399,2014-12-16 17
55626116,152799411,2,,1863,2014-12-02 16
55626116,346745313,1,,552,2014-12-09 15
55666016,318280308,1,94frhqd,5894,2014-11-23 20
55777658,56108919,3,99chhjs,6977,2014-12-01 12
55866338,313307784,1,94ni5b7,2378,2014-11-27 21
55866338,129465038,1,,1392,2014-12-12 10
5596709,19629710,1,,2226,2014-12-03 15
5596709,350476105,1,,6513,2014-12-10 21
55991726,27500940,1,99c7lks,9614,2014-12-11 20
55991726,297801108,1,99c7lid,5893,2014-11-22 12
5609066,112902439,1,,10155,2014-12-12 19
56251560,17635909,3,,3673,2014-12-12 04
56271387,8688172,1,,6000,2014-12-05 21
56272080,21680946,1,,5399,2014-12-05 12
56296296,221322980,1,,3846,2014-11-19 22
56396181,13504637,3,,1396,2014-12-16 12
56396181,116095381,1,,3424,2014-11-28 17
56396181,148968478,2,,11279,2014-12-17 23
56488956,193342411,1,94d73ve,2825,2014-12-10 22
56778252,234050349,1,94ahju6,10703,2014-11-21 09
56852136,235925392,1,94fd3qa,8480,2014-12-07 22
56852136,370068367,1,94fd3st,6513,2014-11-22 22
56852136,89089788,1,94fd316,1838,2014-12-15 22
5696081,27667240,1,,8291,2014-11-29 21
57052977,80523523,1,,13416,2014-11-24 21
57099612,384781524,1,,11763,2014-12-17 11
57254001,279492667,1,,3783,2014-12-13 23
57261369,111210493,1,94eg4tq,989,2014-11-18 20
57314538,359881697,1,,10661,2014-12-18 14
57350847,60616783,1,,1838,2014-12-09 11
57392685,95920030,1,94ek1qg,5395,2014-12-08 22
57644532,381400479,1,,10523,2014-12-11 16
57772818,23460138,1,,1488,2014-12-08 01
57777102,23263423,1,,2825,2014-11-20 12
57808944,185282541,1,,10507,2014-12-15 21
57887100,256729034,1,,7572,2014-12-05 09
5791682,223841459,1,94o70il,11115,2014-11-20 21
5791682,329050361,1,,10532,2014-11-27 13
5791682,145298045,1,,11552,2014-12-09 21
5791682,189083183,1,94o7sfo,4370,2014-12-16 12
57918942,221721012,1,,13230,2014-11-28 20
57959688,126987974,1,,13230,2014-11-23 21
58045704,142440571,1,,3756,2014-11-25 21
58114197,245023319,1,,5027,2014-12-09 23
58136322,322350717,1,,1854,2014-12-09 08
58153650,323170370,3,9rfrpdh,1198,2014-12-16 22
58192059,83390250,3,97rigbq,5271,2014-12-04 17
58245228,31440614,1,9900sqd,5027,2014-12-11 23
58306059,2316804,1,,13326,2014-11-27 00
58348695,169316912,1,954lmub,3942,2014-11-24 19
58361748,307201558,1,,5399,2014-11-25 21
58366431,4519148,1,94fdcpq,231,2014-12-12 07
58366431,393916350,1,95rijkm,5258,2014-12-03 21
58378881,309939378,1,ffcrgqf,8874,2014-12-01 08
58425324,150350639,1,,11401,2014-11-24 21
58425723,262770180,1,,8874,2014-12-05 19
5845697,15604509,1,,3368,2014-12-06 14
58547772,299774239,1,,6513,2014-12-01 20
58547772,195955152,3,,5051,2014-11-24 00
5863832,81313999,1,,300,2014-11-24 14
58716264,380949771,1,,11241,2014-12-13 01
58864224,96660153,1,94ihad3,14038,2014-12-13 15
58874337,211381305,1,,6513,2014-12-01 20
58874337,79830961,1,,12569,2014-12-02 22
58874337,318838589,1,,7995,2014-11-23 19
58874337,113606956,1,,13230,2014-11-20 20
59056605,356585889,1,,1969,2014-11-28 04
59140089,365600464,1,,7767,2014-11-18 22
5922326,224153558,3,9552mhm,7299,2014-12-03 21
59316912,1303978,1,,10344,2014-12-01 02
59426511,325628127,1,,10533,2014-11-25 17
59426511,154655635,1,,1860,2014-12-11 23
59441901,77895778,1,95ufika,2950,2014-11-27 21
59516835,52026129,1,956jff3,6000,2014-12-11 14
59523252,178817740,1,,1863,2014-11-24 21
59556336,362787865,1,,10380,2014-12-18 09
59556336,323926908,4,,10187,2014-11-27 11
59571327,399303195,1,,1863,2014-12-02 11
595845,117860917,1,,8802,2014-12-14 10
59664282,54792147,1,,989,2014-12-01 12
60064811,283253031,1,,4370,2014-11-28 22
60201464,225797988,1,,8301,2014-12-12 07
60243416,115922035,1,,1863,2014-12-17 18
6046148,3769623,1,99dmgbp,10460,2014-11-27 18
60475064,291800875,1,95nhu75,6513,2014-12-14 22
60548459,99864186,1,,10590,2014-11-21 10
60548459,12573004,1,,1863,2014-12-07 09
60548459,245615090,1,956m5pi,5027,2014-12-11 08
60649988,329251519,1,,1488,2014-12-11 14
60723,223608275,1,9qkgrfb,3064,2014-12-14 21
6082457,149502325,1,9410b5q,6424,2014-12-15 14
60865709,398481099,1,,8095,2014-12-09 10
60883730,272911192,1,,6512,2014-11-23 20
60935408,34664146,1,99b9qkq,8484,2014-12-10 17
60956726,216966487,1,,10392,2014-12-03 20
60956726,114995764,1,,11279,2014-12-02 22
61052741,397480581,3,97aeqf6,1863,2014-11-30 23
61174790,39444634,1,94eb2jo,3001,2014-11-21 20
61211120,340943534,1,94if3so,11756,2014-11-18 23
61244204,82103115,1,,5399,2014-12-02 11
61309424,13884241,1,,5388,2014-12-12 10
61313495,33220912,1,,5027,2014-12-13 23
61332875,42691266,1,94gultj,10507,2014-11-28 12
61439648,144267276,1,,1863,2014-11-18 11
61459721,333716075,1,,13500,2014-12-12 08
61459721,24101446,1,,6513,2014-11-25 09
61504511,337997475,3,95rowuu,5894,2014-12-11 20
61545656,284370023,1,979ap27,4640,2014-11-22 16
61548800,154032488,1,,12973,2014-11-20 23
61583618,328353201,1,,5503,2014-11-25 10
61583618,166959598,1,,11824,2014-12-15 22
61662470,21338361,3,,4159,2014-11-28 17
61665368,62291728,1,,5894,2014-12-02 20
61665368,258997933,1,,1863,2014-12-15 10
61738211,53168681,1,,5027,2014-11-25 03
61750058,22300727,1,,13230,2014-12-06 00
6194393,154539161,1,,4751,2014-12-13 21
62009597,196990446,1,99s4d4k,12170,2014-12-04 17
62036600,197763753,1,,13288,2014-12-08 21
62060897,141579855,1,,3381,2014-12-06 20
62060897,61511099,1,,5399,2014-12-12 11
62093030,8430443,1,,13599,2014-12-14 16
621654,365645639,1,,3544,2014-12-12 21
62181017,279474108,1,,8874,2014-12-02 19
62217542,323450775,1,95f774t,5027,2014-12-16 23
62217542,392683851,1,,8291,2014-11-21 23
62217542,234607737,2,,4721,2014-11-21 01
62217542,173518958,1,95f76uo,9559,2014-12-12 13
62263166,206702637,1,94g4k79,1121,2014-11-23 12
62263166,33380154,1,94g4kr1,10392,2014-11-18 19
62294198,390206730,1,,5454,2014-11-18 13
62294198,386050441,1,,9899,2014-12-16 02
6232766,136135499,1,,9261,2014-12-16 21
6232766,372151432,1,,3662,2014-11-19 14
6232766,366327590,1,,7995,2014-12-01 21
6232766,391827879,1,,4213,2014-12-07 23
62379092,182783324,1,,11279,2014-11-26 12
62379605,340851465,1,,8860,2014-12-15 05
62393789,47293499,1,9rfij0b,9610,2014-11-28 13
62481224,13460095,1,941gnum,8864,2014-11-19 08
62544791,207413572,1,,6054,2014-12-07 04
62618480,157132568,1,,3942,2014-11-29 19
62626655,273285285,1,,3381,2014-11-26 18
62626655,337814336,1,,8095,2014-12-12 22
62693996,242824476,1,992vqun,6000,2014-11-30 15
62745122,167179483,1,,9384,2014-12-13 11
62810138,358744583,1,,12067,2014-11-21 12
62856764,208606393,1,,3628,2014-12-03 21
62958302,270830471,1,,10392,2014-12-03 23
62958701,390780199,1,ffm90qb,11279,2014-12-14 14
63078533,138932717,1,,8650,2014-12-13 20
63149078,124801971,1,,9517,2014-12-10 19
63149078,52780390,1,,9517,2014-12-03 06
63230177,376472421,1,,12753,2014-12-14 20
63344963,402469501,1,95lkaet,10920,2014-12-17 10
63386516,333441873,1,,7103,2014-12-12 08
63394577,260739570,1,,10314,2014-12-12 01
634512,41347240,1,,5689,2014-11-29 22
63482012,22235982,1,,8317,2014-11-30 00
63482012,22378768,1,,1863,2014-11-19 07
63482012,150407245,1,,889,2014-12-14 00
63482012,8726056,1,99ujmr4,4370,2014-12-18 07
63504587,386211086,1,,10049,2014-11-19 21
6356069,377990830,1,,8877,2014-11-30 09
63569795,219412999,1,,2953,2014-12-06 23
63569795,336121227,1,96n3jhd,4247,2014-11-25 21
6357161,156718555,4,94h6g0r,14079,2014-12-16 15
63635618,245336400,1,,12753,2014-12-15 11
63694385,186730804,1,,5271,2014-12-15 13
64036277,316943453,1,95q66tm,4365,2014-12-06 19
64043093,390313991,1,94cpvrn,11537,2014-12-02 11
64043093,184974032,1,,9388,2014-11-22 15
6404402,37449233,1,97la19k,4537,2014-12-16 16
6404402,387211128,1,97la19m,10239,2014-12-16 08
6404402,243807678,1,97la19a,7601,2014-12-16 13
6407585,15154983,1,9rg1o9j,9516,2014-11-18 20
64085045,234639195,1,,6255,2014-11-20 21
64238457,231185795,1,,5503,2014-11-29 01
64238457,402068318,1,9552ov7,11279,2014-12-10 23
64239150,35719696,1,,12141,2014-12-03 07
64259376,147835883,3,,8126,2014-11-30 19
64259376,280264240,1,,4676,2014-12-12 23
64279050,151439742,1,,6513,2014-11-19 20
64295685,251076657,1,99ctauf,5894,2014-11-21 22
64402512,26850056,1,,5894,2014-12-07 15
64414164,40001665,1,9rgtsb1,6000,2014-12-12 08
64466229,261247079,1,,7957,2014-11-19 22
64520970,329584728,1,,12237,2014-12-16 13
64570584,34307913,1,,13332,2014-12-06 08
64690809,251111911,1,,9820,2014-11-28 17
64690809,132194613,1,,3783,2014-12-03 18
6475334,374369419,1,,5503,2014-11-27 22
64943787,150226971,1,,7440,2014-12-12 15
6496253,193048944,1,,3064,2014-12-11 20
65014014,118219737,1,,2284,2014-11-21 16
65047383,209335443,1,,5232,2014-11-22 16
6510011,105726929,1,99nfvv1,10029,2014-12-09 12
6510011,346178809,3,99nfv35,10607,2014-12-09 12
65106276,44345528,1,,6513,2014-12-12 23
65115942,27080456,1,96kaja9,10894,2014-12-17 21
65127993,309669090,2,99csen7,13807,2014-12-01 20
6536165,129884728,1,,10908,2014-11-19 09
100065058,247365478,1,,5399,2014-11-29 20
100149259,39226522,1,,1843,2014-12-10 23
100221889,273564834,1,,7103,2014-12-15 18
100331887,127990115,1,950se1f,1863,2014-12-02 20
100344346,268811132,1,,6648,2014-11-19 17
100437016,138141059,2,mtj03wi,1427,2014-12-13 15
100437016,363710908,1,mtj034q,12067,2014-11-29 18
100468048,391271488,1,,7117,2014-12-13 20
100521298,308854173,1,,15,2014-11-28 07
100521298,57104840,2,,5894,2014-11-28 21
100521298,67917581,1,,11082,2014-11-22 12
100521298,188278485,1,,5894,2014-12-17 15
100775470,170469685,1,,11623,2014-12-05 21
100800187,161371945,1,,5894,2014-11-20 11
100817833,244850079,1,,10533,2014-11-20 14
100817833,243463303,1,,12569,2014-12-08 02
100817833,167863436,1,,11279,2014-12-10 21
10090320,164752438,1,,3979,2014-12-04 10
101153272,387911330,1,,6000,2014-11-19 08
