item,0,1,2,3,4,5,6,7,8,9,10,11,12
44933096_136880778,1,0,0,0,0,0,0,0,0,0,0,0,49.0
115136933_17954733,0,0,0,0,1,0,0,0,0,0,0,0,32.0
136229763_198920387,0,0,0,0,0,0,0,0,1,0,0,0,2.0
134163204_87197628,1,0,0,0,0,0,0,0,0,0,0,0,64.0
359613_339720975,1,0,0,0,0,0,0,0,0,0,0,0,56.0
100937545_54747695,1,0,0,0,0,0,0,0,0,0,0,0,57.0
45542840_100075676,0,0,0,0,0,0,0,0,1,0,0,0,7.0
25658530_316803945,0,0,0,0,1,0,0,0,0,0,0,0,30.0
38787188_322554829,0,0,0,0,0,0,0,0,1,0,0,0,16.0
56130528_42493373,1,0,0,0,0,0,0,0,0,0,0,0,57.0
35819477_177390233,1,0,0,0,0,0,0,0,0,0,0,0,62.0
61962620_34723426,0,0,0,0,0,0,0,0,1,0,0,0,5.0
541044_397807894,0,0,0,0,1,0,0,0,0,0,0,0,40.0
52407080_275929517,0,0,0,0,1,0,0,0,0,0,0,0,36.0
110374861_231602102,0,0,0,0,1,0,0,0,0,0,0,0,48.0
113512469_190600179,0,0,0,0,1,0,0,0,0,0,0,0,28.0
33492073_187344861,0,0,0,0,1,0,0,0,0,0,0,0,32.0
52630739_316555195,1,0,0,0,0,0,0,0,0,0,0,0,52.0
110634541_119167022,0,0,0,0,1,0,0,0,0,0,0,0,37.0
52101971_143063852,1,0,0,0,0,0,0,0,0,0,0,0,55.0
110151511_91589124,0,0,0,0,0,0,0,0,1,0,0,0,7.0
136154031_35413013,0,0,0,0,1,0,0,0,0,0,0,0,26.0
52288145_315021960,0,0,0,0,0,0,0,0,1,0,0,0,14.0
31246831_124025975,0,0,0,0,0,0,0,0,1,0,0,0,2.0
104982265_193154983,1,0,0,0,0,0,0,0,0,0,0,0,72.0
49419822_250381204,1,0,0,0,0,0,0,0,0,0,0,0,59.0
119904096_237018914,0,0,0,0,1,0,0,0,0,0,0,0,26.0
1436494_329025409,1,0,0,0,0,0,0,0,0,0,0,0,55.0
37927403_341609710,0,0,0,0,0,0,0,0,1,0,0,0,2.0
131686709_156545515,1,0,0,0,0,0,0,0,0,0,0,0,56.0
115943060_352233530,1,0,0,0,0,0,0,0,0,0,0,0,63.0
62964881_80235122,0,0,0,0,1,0,0,0,0,0,0,0,30.0
56164305_81043715,1,0,0,0,0,0,0,0,0,0,0,0,63.0
2437852_354394033,1,0,0,0,0,0,0,0,0,0,0,0,53.0
103458124_328685282,0,0,0,0,0,0,0,0,1,0,0,0,4.0
64243962_259165343,0,0,0,0,1,0,1,0,0,0,0,0,26.0
13311306_33196913,0,0,0,0,0,0,0,0,0,0,0,1,
100773760_972293,0,0,0,0,1,0,0,0,0,0,0,0,32.0
541044_66014613,0,0,0,0,1,0,0,0,0,0,0,0,38.0
120636580_298903724,0,0,0,0,1,0,0,0,0,0,0,0,29.0
22757727_252633297,1,0,0,0,0,0,0,0,0,0,0,0,49.0
13783575_339615392,0,0,0,0,0,0,0,0,1,0,0,0,2.0
112029172_112778499,1,0,0,0,0,0,0,0,0,0,0,0,52.0
126605235_62628113,1,0,0,0,0,0,0,0,0,0,0,0,57.0
55453862_316212002,1,0,0,0,0,0,0,0,0,0,0,0,58.0
36136049_341702607,0,0,0,0,1,0,0,0,0,0,0,0,27.0
48154965_268111714,0,0,0,0,0,0,0,0,1,0,0,0,2.0
61640288_203170146,1,0,0,0,0,0,0,0,0,0,0,0,52.0
124982843_346278783,0,0,0,0,1,0,0,0,0,0,0,0,37.0
45850880_193345411,0,0,0,0,1,0,0,0,0,0,0,0,32.0
41085817_330628410,0,0,0,0,0,0,0,0,1,0,0,0,4.0
128024751_9366441,1,0,0,0,0,0,0,0,0,0,0,0,50.0
57415269_166295346,0,0,0,0,0,0,0,0,1,0,0,0,2.0
64019348_308646449,0,0,0,0,0,0,0,0,1,0,0,0,11.0
10477056_27057583,0,0,0,0,0,0,0,0,1,0,0,0,1.0
54790616_279560562,0,0,0,0,0,0,0,0,1,0,0,0,2.0
127865625_158483695,1,0,0,0,0,0,0,0,0,0,0,0,65.0
113455229_290646072,0,0,0,0,1,0,0,0,0,0,0,0,29.0
138667243_158706342,0,0,0,1,0,0,0,0,0,0,0,0,
29225615_176986653,1,0,0,0,0,0,0,0,0,0,0,0,51.0
116202737_219616720,0,0,0,0,0,0,0,0,1,0,0,0,5.0
116550278_360000875,0,0,0,0,1,0,0,0,0,0,0,0,27.0
138747226_368043677,1,0,0,0,0,0,0,0,0,0,0,0,61.0
2297257_308522829,1,0,0,0,0,0,0,0,0,0,0,0,59.0
49883085_8098622,0,0,0,0,1,0,0,0,0,0,0,0,34.0
102968272_49885116,0,0,0,0,0,0,0,0,1,0,0,0,11.0
19325000_160161335,1,0,0,0,0,0,0,0,0,0,0,0,62.0
57882873_278089552,0,0,0,0,0,0,0,0,1,0,0,0,8.0
27177229_223800610,1,0,0,0,0,0,0,0,0,0,0,0,50.0
35054056_97996991,0,0,0,0,1,0,0,0,0,0,0,0,32.0
110581771_300236431,1,0,0,0,0,0,0,0,0,0,0,0,64.0
118161804_278627940,0,0,0,0,1,0,0,0,0,0,0,0,30.0
12956532_104808991,0,0,0,0,0,0,0,0,1,0,0,0,1.0
6308735_266990867,0,0,0,0,0,0,1,0,0,0,0,0,29.0
134768454_293763725,0,0,0,0,0,0,1,0,0,0,0,0,29.0
2109568_225391111,1,0,0,0,0,0,0,0,0,0,0,0,52.0
20130960_47112678,0,0,0,0,0,1,0,0,0,0,0,0,25.0
43865924_310104056,0,0,0,0,1,0,0,0,0,0,0,0,40.0
43525076_201390763,0,0,0,0,0,0,0,0,1,0,0,0,3.0
1101607_152424980,1,0,0,0,0,0,0,0,0,0,0,0,51.0
139305580_235197363,0,0,0,0,1,0,0,0,0,0,0,0,31.0
60642416_167698708,1,0,0,0,0,0,0,0,0,0,0,0,49.0
12179052_380892318,1,0,0,0,0,0,0,0,0,0,0,0,52.0
128243085_365360931,0,0,0,0,0,0,0,0,1,0,0,0,10.0
61359893_44864664,0,0,0,0,0,0,0,0,1,0,0,0,5.0
33984142_22242838,0,0,0,0,0,0,0,0,1,0,0,0,12.0
18986884_401608221,0,0,0,0,0,0,0,0,1,0,0,0,23.0
64047083_81286222,0,0,0,0,0,0,0,0,1,0,0,0,11.0
11436462_190704637,0,0,0,0,0,0,0,0,1,0,0,0,2.0
103801411_317159672,0,0,0,0,0,0,0,0,1,0,0,0,4.0
18037570_334977218,0,0,0,0,1,0,0,0,0,0,0,0,34.0
36375425_254880802,0,0,0,0,1,0,0,0,0,0,0,0,36.0
5002790_380196999,1,0,0,0,0,0,0,0,0,0,0,0,60.0
14202153_90997413,0,0,0,0,0,0,1,0,0,0,0,0,29.0
51598963_384057073,1,0,0,0,0,0,0,0,0,0,0,0,51.0
33116227_309079673,0,0,0,0,0,0,0,0,1,0,0,0,18.0
15638983_374449090,0,0,0,0,1,0,0,0,0,0,0,0,27.0
29780294_113491215,0,0,0,0,0,1,0,0,0,0,0,0,37.0
126100479_14865320,0,0,0,0,1,0,0,0,0,0,0,0,33.0
18870787_70736354,0,0,0,0,0,1,0,0,0,0,0,0,34.0
126844212_208354356,0,0,0,0,0,0,0,0,1,0,0,0,23.0
52234313_142459417,0,0,0,0,1,0,0,0,0,0,0,0,28.0
106751135_186926684,0,0,0,0,0,0,0,0,1,0,0,0,7.0
109206473_332729069,0,0,0,0,0,0,0,0,1,0,0,0,8.0
113992532_337402821,0,0,0,0,0,0,0,0,1,0,0,0,2.0
133836941_17364046,0,0,0,0,1,0,0,0,0,0,0,0,37.0
38594480_208681554,0,0,0,0,1,0,0,0,0,0,0,0,30.0
374661_114114089,0,0,0,0,0,0,0,0,0,0,1,0,9.0
112412131_339384487,0,0,0,0,1,0,0,0,0,0,0,0,30.0
11018253_177059386,0,0,0,0,0,0,0,0,1,0,0,0,2.0
40984624_225869237,1,0,0,0,0,0,0,0,0,0,0,0,51.0
46131314_180858765,0,0,0,0,1,0,0,0,0,0,0,0,31.0
5272115_237683852,1,0,0,0,0,0,0,0,0,0,0,0,58.0
114357452_168044424,0,0,0,0,1,0,0,0,0,0,0,0,31.0
29713580_303200803,0,0,0,0,0,0,0,0,1,0,0,0,10.0
123928874_286283922,1,0,0,0,0,0,0,0,0,0,0,0,62.0
29021303_398927774,1,0,0,0,0,0,0,0,0,0,0,0,50.0
108485978_96832230,0,0,0,0,0,0,0,0,1,0,0,0,9.0
32217661_282904784,0,0,0,0,0,0,0,0,1,0,0,0,6.0
61174790_179172789,1,0,0,0,0,0,0,0,0,0,0,0,62.0
62380151_170038248,1,0,0,0,0,0,0,0,0,0,0,0,50.0
125458379_383911421,0,0,0,0,0,0,0,0,1,0,0,0,4.0
55643672_101649048,0,0,0,0,1,0,0,0,0,0,0,0,35.0
132263018_124713742,0,0,0,0,0,0,0,0,1,0,0,0,1.0
121492295_131388378,1,0,0,0,0,0,0,0,0,0,0,0,49.0
122643506_12834985,1,0,0,0,0,0,0,0,0,0,0,0,49.0
63051743_302250032,1,0,0,0,0,0,0,0,0,0,0,0,54.0
138937093_93336990,0,0,0,0,1,0,0,0,0,0,0,0,42.0
100521298_187320578,0,0,0,0,0,1,0,0,0,0,0,0,36.0
117272519_293928708,0,0,0,0,1,0,0,0,0,0,0,0,27.0
124211498_74986837,0,0,0,0,1,0,0,0,0,0,0,0,26.0
109780281_117496345,1,0,0,0,0,0,0,0,0,0,0,0,55.0
25016107_235698870,0,0,0,0,1,0,0,0,0,0,0,0,29.0
40920889_83606689,0,0,0,0,0,0,0,0,1,0,0,0,6.0
127772784_280495740,1,0,0,0,0,0,0,0,0,0,0,0,63.0
33581950_293384794,1,0,0,0,0,0,0,0,0,0,0,0,69.0
57559443_164159903,0,0,0,0,1,0,0,0,0,0,0,0,28.0
461460_29831823,1,0,0,0,0,0,0,0,0,0,0,0,59.0
114059582_48197535,0,0,0,0,0,0,0,0,1,0,0,0,12.0
139097566_314839236,1,0,0,0,0,0,0,0,0,0,0,0,49.0
11451681_231665621,1,0,0,0,0,0,0,0,0,0,0,0,57.0
56272080_143633110,0,0,0,0,1,0,0,0,0,0,0,0,27.0
35547176_280918387,0,0,0,0,0,0,0,0,1,0,0,0,6.0
45782207_1704363,0,0,0,0,1,0,0,0,0,0,0,0,32.0
11229381_231006925,0,0,0,0,0,0,0,0,1,0,0,0,24.0
46832003_272876394,1,0,0,0,0,0,0,0,0,0,0,0,58.0
47843132_83903681,1,0,0,0,0,0,0,0,0,0,0,0,72.0
27275005_17612328,1,0,0,0,0,0,0,0,0,0,0,0,72.0
115091996_13293438,0,0,0,0,0,0,0,0,1,0,0,0,17.0
61583618_312452079,1,0,0,0,0,0,0,0,0,0,0,0,51.0
100996825_389343982,0,0,0,0,1,0,0,0,0,0,0,0,27.0
15425119_284927065,0,0,0,0,1,0,0,0,0,0,0,0,45.0
12994950_162707336,0,0,1,0,0,0,0,0,0,0,0,0,62.0
111408175_1555281,0,0,0,0,1,0,0,0,0,0,0,0,29.0
41182159_127329033,1,0,0,0,0,0,0,0,0,0,0,0,50.0
55185722_199055973,1,0,0,0,0,0,0,0,0,0,0,0,59.0
47913800_387497579,0,0,0,0,1,0,0,0,0,0,0,0,27.0
47600165_44390114,0,0,0,0,1,0,0,0,0,0,0,0,36.0
118733970_388936448,0,0,0,0,1,0,0,0,0,0,0,0,37.0
16895050_261446603,1,0,0,0,0,0,0,0,0,0,0,0,58.0
126534120_258746953,0,0,0,0,0,0,0,0,1,0,0,0,7.0
119598153_344565566,1,0,0,0,0,0,0,0,0,0,0,0,51.0
112471411_8020625,1,0,0,0,0,0,0,0,0,0,0,0,68.0
35753411_174137596,1,0,0,0,0,0,0,0,0,0,0,0,62.0
138249228_327666908,0,0,0,0,0,0,0,0,0,0,1,0,9.0
42966754_214933652,1,0,0,0,0,0,0,0,0,0,0,0,56.0
17572993_319357867,0,0,0,0,1,0,0,0,0,0,0,0,34.0
20231406_7438621,0,0,0,0,0,0,0,0,1,0,0,0,1.0
23540458_128200870,1,0,0,0,0,0,0,0,0,0,0,0,49.0
131801027_256612404,0,0,0,0,1,0,0,0,0,0,0,0,47.0
17568352_296913679,0,0,0,0,0,0,0,0,1,0,0,0,7.0
117898836_37579384,1,0,0,0,0,0,0,0,0,0,0,0,53.0
37771280_50208186,0,0,0,0,1,0,0,0,0,0,0,0,26.0
130791359_324009688,0,0,0,0,1,0,0,0,0,0,0,0,40.0
121051628_239525962,1,0,0,0,0,0,0,0,0,0,0,0,59.0
34751401_62568606,0,0,0,0,0,0,0,0,1,0,0,0,8.0
45739139_337930642,0,0,0,0,1,0,0,0,0,0,0,0,38.0
116529164_166736194,0,0,0,0,0,0,0,0,1,0,0,0,4.0
65186019_46829146,1,0,0,0,0,0,0,0,0,0,0,0,50.0
125503796_306953963,0,0,0,0,1,0,0,0,0,0,0,0,28.0
111974116_345981523,0,0,0,0,1,0,0,0,0,0,0,0,31.0
48001542_380567901,0,0,0,0,0,0,0,0,1,0,0,0,1.0
19258427_137993419,0,0,0,0,2,0,0,0,0,0,0,0,25.0
6063077_339350040,1,0,0,0,0,0,0,0,0,0,0,0,49.0
22770609_264776322,0,0,0,0,0,0,0,0,1,0,0,0,2.0
104397217_151843365,0,0,0,0,1,0,0,0,0,0,0,0,30.0
128486850_16577704,0,0,0,0,1,0,0,0,0,0,0,0,32.0
122221364_380350929,0,0,0,0,0,0,0,0,1,0,0,0,3.0
10691352_302000529,0,0,0,0,0,0,0,0,1,0,0,0,8.0
3277525_135454860,0,0,0,0,1,0,0,0,0,0,0,0,36.0
10587282_209326440,0,0,0,0,1,0,0,0,0,0,0,0,45.0
132033992_121778325,0,0,0,0,1,0,0,0,0,0,0,0,31.0
4252574_245166911,0,0,0,0,1,0,0,0,0,0,0,0,27.0
11244543_290212267,0,0,0,0,0,0,0,0,1,0,0,0,5.0
12966018_129253810,0,0,0,0,1,0,0,0,0,0,0,0,36.0
34348768_337009727,0,0,0,0,0,0,0,0,1,0,0,0,24.0
3033142_218313179,0,0,0,0,0,0,0,0,1,0,0,0,1.0
22401237_34305663,1,0,0,0,0,0,0,0,0,0,0,0,51.0
47334134_80233719,0,0,0,0,0,0,0,0,1,0,0,0,4.0
133044209_194120698,0,0,0,0,1,0,0,0,0,0,0,0,32.0
120934450_154306665,0,0,0,0,0,0,0,0,1,0,0,0,7.0
108980873_297470721,0,0,0,0,0,0,0,0,1,0,0,0,2.0
101463307_268714421,0,0,0,0,0,0,0,0,1,0,0,0,6.0
61545656_342041385,0,0,0,0,1,0,0,0,0,0,0,0,37.0
141938543_14941167,1,0,0,0,0,0,0,0,0,0,0,0,72.0
58874964_122929370,0,0,0,0,0,0,0,0,1,0,0,0,24.0
13785684_66181657,1,0,0,0,0,0,0,0,0,0,0,0,71.0
58516113_352364600,0,0,0,0,1,0,0,0,0,0,0,0,29.0
140441867_398061560,0,0,0,0,0,0,0,1,0,0,0,0,
21888150_145195140,0,0,0,0,1,0,0,0,0,0,0,0,25.0
61665368_82933406,1,0,0,0,0,0,0,0,0,0,0,0,59.0
34810921_329615558,1,0,0,0,0,0,0,0,0,0,0,0,62.0
48367917_190287971,0,0,0,0,0,0,0,0,1,0,0,0,5.0
114328130_65624918,0,0,0,0,1,0,0,0,0,0,0,0,30.0
110581771_296896623,0,0,0,0,0,0,0,0,1,0,0,0,16.0
48536865_126678977,0,0,0,0,1,0,0,0,0,0,0,0,48.0
52244483_379158014,1,0,0,0,0,0,0,0,0,0,0,0,70.0
117991359_242729296,1,0,0,0,0,0,0,0,0,0,0,0,50.0
44182382_369903760,0,0,0,0,0,0,0,0,1,0,0,0,15.0
20670591_75107372,1,0,0,0,0,0,0,0,0,0,0,0,53.0
53112872_340493513,0,0,0,0,1,0,0,0,0,0,0,0,27.0
54827588_293432540,0,0,0,0,0,0,0,0,1,0,0,0,7.0
132972908_57393191,0,0,0,0,0,0,0,0,1,0,0,0,24.0
50677189_163377758,1,0,0,0,0,0,0,0,0,0,0,0,62.0
25556764_284576700,0,0,0,0,1,0,0,0,0,0,0,0,26.0
124063469_223937353,1,0,0,0,0,0,0,0,0,0,0,0,51.0
61721363_256995565,0,0,0,0,0,0,0,0,1,0,0,0,19.0
25727707_220436274,1,0,0,0,0,0,0,0,0,0,0,0,54.0
27739031_6491189,0,0,0,0,1,0,0,0,0,0,0,0,31.0
59571327_95125040,0,0,0,0,1,0,0,0,0,0,0,0,30.0
128486850_239758127,0,0,0,0,1,0,0,0,0,0,0,0,40.0
111003817_66901716,0,0,0,0,0,0,0,0,1,0,0,0,2.0
61720898_36918362,0,0,0,0,0,0,0,0,1,0,0,0,23.0
112968943_310936762,1,0,0,0,0,0,0,0,0,0,0,0,51.0
31970914_269253710,1,0,0,0,0,0,0,0,0,0,0,0,53.0
54332336_62115404,0,0,0,0,0,0,0,0,1,0,0,0,10.0
125034299_277336897,1,0,0,0,0,0,0,0,0,0,0,0,49.0
35607560_353743747,1,0,0,0,0,0,0,0,0,0,0,0,63.0
115852613_48680694,1,0,0,0,0,0,0,0,0,0,0,0,53.0
39451664_363542528,1,0,0,0,0,0,0,0,0,0,0,0,50.0
129751560_356804229,1,0,0,0,0,0,0,0,0,0,0,0,51.0
116941445_263188857,1,0,0,0,0,0,0,0,0,0,0,0,56.0
105833132_56176685,0,0,0,0,0,0,0,0,1,0,0,0,1.0
103475851_4598428,0,0,0,0,1,0,0,0,0,0,0,0,47.0
25953883_223778516,0,0,0,0,0,0,0,0,1,0,0,0,1.0
36219062_254211135,1,0,0,0,0,0,0,0,0,0,0,0,63.0
128912448_260780565,0,0,0,0,1,0,0,0,0,0,0,0,25.0
47535320_265275832,0,0,0,0,1,0,0,0,0,0,0,0,41.0
140766584_36096914,0,0,0,0,0,0,0,0,1,0,0,0,7.0
113351600_75128884,0,0,0,0,0,0,0,0,1,0,0,0,9.0
12612606_238614080,1,0,0,0,0,0,0,0,0,0,0,0,54.0
45629939_238169975,0,0,0,0,1,0,0,0,0,0,0,0,41.0
133898378_227701737,0,0,0,0,1,0,0,0,0,0,0,0,28.0
50702950_240423731,0,0,0,0,1,0,0,0,0,0,0,0,26.0
128407668_90983141,0,0,0,0,1,0,0,0,0,0,0,0,40.0
4501049_111714224,1,0,0,0,0,0,0,0,0,0,0,0,54.0
123293255_399907142,0,0,0,0,1,0,0,0,0,0,0,0,28.0
112101175_261376978,1,0,0,0,0,0,0,0,0,0,0,0,51.0
139076419_246239110,0,0,0,0,1,0,0,0,0,0,0,0,26.0
60882638_310849394,0,0,0,0,1,0,0,0,0,0,0,0,47.0
112626385_5986180,0,0,0,0,1,0,0,0,0,0,0,0,31.0
16874131_116120502,1,0,0,0,0,0,0,0,0,0,0,0,51.0
130127660_402609003,0,0,0,0,0,0,0,0,1,0,0,0,4.0
43044178_96543320,1,0,0,0,0,0,0,0,0,0,0,0,51.0
26924884_323832569,1,0,0,0,0,0,0,0,0,0,0,0,65.0
129034389_307921630,0,0,0,0,1,0,0,0,0,0,0,0,48.0
117489347_328618291,0,0,0,0,0,0,0,0,1,0,0,0,1.0
44710145_157606430,0,0,0,0,0,0,1,0,0,0,0,0,42.0
61174790_104634224,0,0,0,0,1,0,0,0,0,0,0,0,28.0
49780473_301676504,0,0,0,0,0,0,0,0,1,0,0,0,15.0
132666293_119543463,0,0,0,0,1,0,0,0,0,0,0,0,27.0
50756326_48941030,0,0,0,0,0,0,0,0,1,0,0,0,11.0
118787973_392369347,0,0,0,0,0,0,0,0,1,0,0,0,2.0
104411032_210630207,0,0,0,0,1,0,0,0,0,0,0,0,36.0
140483078_93286225,1,0,0,0,0,0,0,0,0,0,0,0,58.0
21950211_177251062,0,0,0,0,1,0,0,0,0,0,0,0,25.0
44555129_270561598,0,0,0,0,1,0,0,0,0,0,0,0,25.0
142153554_191023240,0,0,0,0,0,0,0,0,1,0,0,0,5.0
135833241_50423365,1,0,0,0,0,0,0,0,0,0,0,0,49.0
20338008_170303237,1,0,0,0,0,0,0,0,0,0,0,0,72.0
34332328_99405775,1,0,0,0,0,0,0,0,0,0,0,0,52.0
18816361_337601089,0,0,0,0,0,0,0,0,1,0,0,0,14.0
58482324_350451635,0,0,0,0,0,0,0,0,1,0,0,0,9.0
2228206_255071235,0,0,0,0,0,0,0,0,1,0,0,0,2.0
10522473_82547648,0,0,0,0,1,0,0,0,0,0,0,0,33.0
119934054_144499757,0,0,0,0,1,0,0,0,0,0,0,0,27.0
33381001_356991940,1,0,0,0,0,0,0,0,0,0,0,0,60.0
113640203_127880608,0,0,0,0,0,0,0,0,1,0,0,0,9.0
24812530_331319975,0,0,0,0,1,0,0,0,0,0,0,0,27.0
108330275_186770676,0,0,0,0,0,0,0,0,1,0,0,0,14.0
136349646_67936605,1,0,0,0,0,0,0,0,0,0,0,0,51.0
62121899_117614061,1,0,0,0,0,0,0,0,0,0,0,0,50.0
34273093_12732958,1,0,0,0,0,0,0,0,0,0,0,0,52.0
29225615_151462959,0,0,0,0,1,0,0,0,0,0,0,0,27.0
19864337_273329912,0,0,0,0,1,0,0,0,0,0,0,0,25.0
13062603_161397787,0,0,0,0,0,0,0,0,1,0,0,0,16.0
4702007_274736255,0,0,0,0,1,0,0,0,0,0,0,0,28.0
37203344_223702060,1,0,0,0,0,0,0,0,0,0,0,0,62.0
62499317_256634084,0,0,0,0,1,0,0,0,0,0,0,0,28.0
1211491_347798845,0,0,0,0,0,0,0,0,1,0,0,0,16.0
17072635_181772853,0,0,0,0,1,0,0,0,0,0,0,0,34.0
48053892_396978898,0,0,0,0,1,0,0,0,0,0,0,0,31.0
1211491_294193495,0,0,0,0,0,0,0,0,1,0,0,0,17.0
20007624_304979790,1,0,0,0,0,0,0,0,0,0,0,0,52.0
42554269_130946910,0,0,0,0,1,0,0,0,0,0,0,0,36.0
16693399_158924350,1,0,0,0,0,0,0,0,0,0,0,0,65.0
115335440_369648034,1,0,0,0,0,0,0,0,0,0,0,0,64.0
51031345_332141240,0,0,0,0,0,0,0,0,1,0,0,0,9.0
59155227_335452583,0,0,0,0,1,0,0,0,0,0,0,0,45.0
129913464_313747804,0,0,0,0,1,0,0,0,0,0,0,0,26.0
54625385_149222499,0,0,0,0,1,0,0,0,0,0,0,0,32.0
53435651_401953683,1,0,0,0,0,0,0,0,0,0,0,0,56.0
50469604_103905957,0,0,0,0,1,0,0,0,0,0,0,0,27.0
140766584_73365589,0,0,0,0,1,0,0,0,0,0,0,0,31.0
19560539_46331542,1,0,0,0,0,0,0,0,0,0,0,0,55.0
115338566_245522630,1,0,0,0,0,0,0,0,0,0,0,0,72.0
135539532_339790171,0,0,0,0,0,0,0,0,1,0,0,0,8.0
21326166_354952514,0,0,0,0,1,0,0,0,1,0,0,0,18.0
26934997_160948972,0,0,0,0,0,0,0,0,1,0,0,0,2.0
24568834_225126820,1,0,0,0,0,0,0,0,0,0,0,0,56.0
104814250_403700563,0,0,0,0,0,0,0,0,1,0,0,0,4.0
34792318_366911878,0,0,0,0,0,0,0,0,1,0,0,0,1.0
23184901_366423689,1,0,0,0,0,0,0,0,0,0,0,0,59.0
57186411_360690810,0,0,0,0,0,0,0,0,1,0,0,0,8.0
23338402_4753489,1,0,0,0,0,0,0,0,0,0,0,0,52.0
58365339_349422537,0,0,0,0,1,0,0,0,0,0,0,0,38.0
59814762_318701412,0,0,0,0,1,0,0,0,0,0,0,0,36.0
43001380_156989709,1,0,0,0,0,0,0,0,0,0,0,0,64.0
59516208_111300204,0,0,0,0,1,0,0,0,0,0,0,0,29.0
129751560_402982059,1,0,0,0,0,0,0,0,0,0,0,0,49.0
4813877_329130598,1,0,0,0,0,0,0,0,0,0,0,0,71.0
59252367_115212758,0,0,0,0,0,0,0,0,1,0,0,0,8.0
100260715_182670709,0,0,0,0,1,0,0,0,0,0,0,0,27.0
32575429_334284109,0,0,0,0,1,0,0,0,0,0,0,0,25.0
49134093_312268364,1,0,0,0,0,0,0,0,0,0,0,0,59.0
48509025_180508124,0,0,0,0,1,0,0,0,0,0,0,0,35.0
116179502_360770151,0,0,0,0,1,0,0,0,0,0,0,0,32.0
141554363_117265699,0,0,1,0,0,0,0,0,1,0,0,0,18.0
33093244_19581831,0,0,0,0,0,0,0,0,1,0,0,0,3.0
57523557_143552059,0,0,0,0,0,0,0,0,1,0,0,0,4.0
46827923_161943104,1,0,0,0,0,0,0,0,0,0,0,0,64.0
128600076_233538718,0,0,0,0,1,0,0,0,0,0,0,0,32.0
6404402_240008226,1,0,0,0,0,0,0,0,0,0,0,0,64.0
19258427_254074873,0,0,0,0,0,0,0,0,1,0,0,0,6.0
52582253_322563958,0,0,0,0,0,0,0,0,1,0,0,0,14.0
109859946_349925848,0,0,0,0,1,0,0,0,0,0,0,0,32.0
126102987_181683338,0,1,0,0,0,0,0,0,0,0,0,0,54.0
24268456_118840989,0,0,0,0,0,0,0,0,1,0,0,0,2.0
31256146_236475628,0,0,0,0,1,0,0,0,0,0,0,0,34.0
116282936_177871240,0,0,0,0,0,0,0,0,1,0,0,0,18.0
2568712_23143837,0,0,0,0,0,0,0,0,1,0,0,0,9.0
45753341_350999479,0,0,0,0,1,0,0,0,0,0,0,0,34.0
124211498_389868651,0,0,0,0,0,0,0,0,1,0,0,0,13.0
101847145_381993253,0,0,0,0,1,0,0,0,0,0,0,0,25.0
112842391_178054254,1,0,0,0,0,0,0,0,0,0,0,0,71.0
37027637_9115621,1,0,0,0,0,0,0,0,0,0,0,0,50.0
117599972_311428521,0,0,0,0,1,0,0,0,0,0,0,0,34.0
1694224_134743231,0,0,0,0,0,0,0,0,1,0,0,0,13.0
110634142_79246014,1,0,0,0,0,0,0,0,0,0,0,0,52.0
103995979_144231659,0,0,0,0,1,0,0,0,0,0,0,0,34.0
27028423_70193220,1,0,0,0,0,0,0,0,0,0,0,0,51.0
33008167_767158,1,0,0,0,0,0,0,0,0,0,0,0,55.0
116340014_323165676,0,0,0,0,0,0,0,0,1,0,0,0,8.0
26900041_145433131,0,0,0,0,1,0,0,0,0,0,0,0,26.0
21633360_78072713,0,0,0,0,0,0,0,0,1,0,0,0,23.0
117741423_229913807,0,0,0,0,0,0,0,0,1,0,0,0,24.0
64019348_192852872,0,0,0,0,1,0,0,0,0,0,0,0,33.0
2717587_21545452,1,0,0,0,0,0,0,0,0,0,0,0,62.0
48393144_9625953,1,0,0,0,0,0,0,0,0,0,0,0,50.0
117631619_347766098,0,0,0,0,1,0,0,0,0,0,0,0,33.0
39628706_253644154,0,0,0,0,0,0,0,0,1,0,0,0,10.0
27508229_104599721,0,0,0,0,1,0,0,0,0,0,0,0,37.0
101167774_187574292,0,0,0,0,0,0,0,0,1,0,0,0,5.0
110547514_361610247,0,0,0,0,0,0,0,0,1,0,0,0,12.0
127643577_249689070,1,0,0,0,0,0,0,0,0,0,0,0,49.0
35753411_274553154,0,0,0,0,0,0,0,0,1,0,0,0,9.0
136154031_71382075,0,0,0,0,1,0,0,0,0,0,0,0,41.0
48332781_22551837,0,0,0,0,0,0,0,0,1,0,0,0,23.0
41941351_102519304,0,0,0,0,0,0,0,0,1,0,0,0,22.0
17197201_343109466,0,0,0,0,1,0,0,0,0,0,0,0,27.0
141816551_44702373,0,0,0,0,0,0,0,0,1,0,0,0,15.0
115761083_372669178,0,0,0,0,0,0,0,0,1,0,0,0,1.0
140763800_152535892,0,0,0,0,0,0,0,0,0,1,0,0,1.0
4633400_60036927,1,0,0,0,0,0,0,0,0,0,0,0,51.0
105714209_20534876,0,0,0,0,1,0,0,0,0,0,0,0,38.0
111413851_283545230,0,0,0,0,0,1,0,0,0,0,0,0,27.0
133768154_171125012,1,0,0,0,0,0,0,0,0,0,0,0,52.0
10169814_231618711,0,0,0,0,1,0,0,0,0,0,0,0,37.0
